# index, _pos
41196,"array([ 128.02109645, -169.57543223])"
41197,"array([ 141.58606674, -114.56363473])"
41198,"array([ 150.27063808, -162.48621089])"
41199,"array([ 138.4558257 , -106.82661757])"
41200,"array([118.77966474, -93.15219631])"
41201,"array([ 170.12592903, -130.12699832])"
41202,"array([ 184.91518476, -133.0477952 ])"
41203,"array([ 195.36018419, -117.49517176])"
41204,"array([ 183.92183142, -119.67766697])"
41205,"array([ 173.5664421 , -185.03798302])"
41206,"array([ 99.4525882 , -48.50236096])"
41207,"array([ 137.4278306 , -171.11211538])"
41208,"array([ 137.00940964, -194.89118327])"
41209,"array([ 179.84255101, -158.21317849])"
41210,"array([ 153.95044243, -181.481599  ])"
41211,"array([ 162.83457006, -146.87179466])"
41212,"array([ 172.11079261, -154.98555772])"
41213,"array([ 162.40294902, -103.75089889])"
41214,"array([  80.41222276, -158.58660438])"
41215,"array([  91.81744121, -136.38560392])"
41216,"array([ 170.79196719, -149.40624102])"
41217,"array([ 167.00835081, -155.39830332])"
41218,"array([ 166.65121366, -184.93897951])"
41219,"array([ 178.78380633, -141.54986395])"
41220,"array([ 195.29214916, -122.18016146])"
41221,"array([ 179.4355017 , -104.73963508])"
41222,"array([ 129.27781079, -157.22231997])"
41223,"array([ 149.46497286, -192.01620339])"
41224,"array([ 147.91477543, -171.56876318])"
41225,"array([127.50232921, -87.4915982 ])"
41226,"array([ 175.52520505, -143.79539854])"
41227,"array([ 177.17146463, -144.29318308])"
41228,"array([ 173.0614126 , -180.05894219])"
41229,"array([ 148.39493198, -155.6967933 ])"
41230,"array([ 199.86815395, -112.97862841])"
41231,"array([ 161.33166916, -166.46598262])"
41232,"array([ 167.47628535, -108.69378322])"
41233,"array([  96.0582498 , -127.75671166])"
41234,"array([ 176.04857968, -128.71529418])"
41235,"array([ 188.18598583, -123.80882813])"
41236,"array([ 118.42336654, -141.932088  ])"
41237,"array([124.05617187, -88.48768195])"
41238,"array([ 163.85741532, -162.03442464])"
41239,"array([ 155.28030089, -161.72917428])"
41240,"array([ 169.76483424, -148.28887832])"
41241,"array([ 129.67197302, -171.90161249])"
41242,"array([123.32743147, -89.04135196])"
41243,"array([170.16156895, -85.50367563])"
41244,"array([ 157.47678369, -160.66221615])"
41245,"array([ 185.5865964, -155.6606944])"
41246,"array([ 171.69350164, -173.99443306])"
41247,"array([ 107.22977427, -142.70891034])"
41248,"array([ 134.91069186, -171.76756901])"
41249,"array([ 173.94635999, -179.79688692])"
41250,"array([ 143.96996843, -165.62134743])"
41251,"array([ 177.17219865, -162.7310154 ])"
41252,"array([ 172.70479824, -151.1852992 ])"
41253,"array([ 177.77149609, -157.55763571])"
41254,"array([ 180.36868925, -116.26896909])"
41255,"array([ 163.81427351, -157.17280171])"
41256,"array([ 166.44724475, -147.27140062])"
41257,"array([  99.24353582, -154.00029566])"
41258,"array([ 196.25768018, -172.85063926])"
41259,"array([ 105.91973962, -138.85540409])"
41260,"array([  89.27040104, -159.12204704])"
41261,"array([ 162.25133994, -138.43843345])"
41262,"array([ 172.2046944 , -145.68119856])"
41263,"array([ 173.31560834, -171.23077252])"
41264,"array([ 207.27313583, -117.11556788])"
41265,"array([ 191.17977485, -123.7758232 ])"
41266,"array([ 136.12530215, -173.30966047])"
41267,"array([ 195.16378137, -147.49106004])"
41268,"array([ 1515.53474436, -1041.03440176])"
41269,"array([ 170.81877427, -165.77514404])"
41270,"array([ 184.14027351, -175.48352705])"
41271,"array([ 139.16964629, -165.90639624])"
41272,"array([ 132.67098626, -185.54893129])"
41273,"array([ 166.19678471, -185.69929195])"
41274,"array([ 166.00110153, -153.62593589])"
41275,"array([ 179.44222445, -160.88857047])"
41276,"array([ 170.48044626, -167.64652508])"
41277,"array([ 192.54751962, -134.16171042])"
41278,"array([ 106.30463234, -215.94587094])"
41279,"array([175.18414564, -75.7035338 ])"
41280,"array([ 105.387829 , -169.1978102])"
41281,"array([ 182.83894981, -145.48087041])"
41282,"array([ 159.32617385, -155.97935946])"
41283,"array([ 171.95135621, -175.15377098])"
41284,"array([ 192.64622607, -121.05494726])"
41285,"array([ 172.45415607, -128.65858215])"
41286,"array([ 164.38867371, -163.74510077])"
41287,"array([ 145.74377561, -157.67162914])"
41288,"array([ 105.3777045 , -145.43952358])"
41289,"array([  68.63563208, -157.86396869])"
41290,"array([2579.52564325,  493.0912229 ])"
41291,"array([ 148.69076209, -171.25910029])"
41292,"array([ 157.7513314 , -153.40575886])"
41293,"array([ 197.15853975, -150.30155288])"
41294,"array([ 191.9027481 , -172.72572754])"
41295,"array([ 171.9868218 , -150.26248104])"
41296,"array([ 163.58873542, -175.5027325 ])"
41297,"array([ 195.25194164, -168.26898786])"
41298,"array([ 194.61170103, -141.0107201 ])"
41299,"array([ 140.20786721, -186.88559665])"
41300,"array([ 142.29134257, -172.13364367])"
41301,"array([ 153.68378762, -175.99989581])"
41302,"array([ 148.03940843, -205.37510491])"
41303,"array([ 150.05933217, -227.54045034])"
41304,"array([ 156.32106062, -151.33476007])"
41305,"array([ 111.16855191, -158.70618992])"
41306,"array([ 128.29082544, -146.95297789])"
41307,"array([ 140.90217106, -161.98025356])"
41308,"array([ 149.65425545, -179.87055513])"
41309,"array([ 207.13333056, -113.80290777])"
41310,"array([ 108.41222262, -134.57675868])"
41311,"array([146.57236376, -95.21995313])"
41312,"array([ 111.49535424, -122.68060645])"
41313,"array([ 173.28036581, -168.62347398])"
41314,"array([ 180.50007578, -120.18906251])"
41315,"array([ 157.05210459, -172.35387756])"
41316,"array([ 152.88644082, -172.79363246])"
41317,"array([ 221.94087551, -162.89163417])"
41318,"array([158.22933064, -97.557919  ])"
41319,"array([  78.38192125, -128.29823909])"
41320,"array([ 166.73070179, -153.40644191])"
41321,"array([  93.68765393, -121.15310914])"
41322,"array([ 188.90793364, -171.5756172 ])"
41323,"array([ 202.42429798, -180.23349644])"
41324,"array([ 183.07220522, -124.86590793])"
41325,"array([ 143.8020187 , -114.34613141])"
41326,"array([ 161.35037588, -165.7561799 ])"
41327,"array([ 197.11036576, -146.9370592 ])"
41328,"array([ 185.47870754, -161.88711851])"
41329,"array([ 198.16493339, -148.09250186])"
41330,"array([ 177.32762886, -152.87016758])"
41331,"array([1665.51734308,  993.53085976])"
41332,"array([1660.9274416 ,  990.12422487])"
41333,"array([ 182.08942817, -166.92966497])"
41334,"array([-1372.5890484 ,  -538.16364611])"
41335,"array([-1375.47799056,  -538.06023236])"
41336,"array([ 190.86294288, -174.73848915])"
41337,"array([ 183.47439978, -160.05271813])"
41338,"array([  93.58912052, -111.63783393])"
41339,"array([ 190.09585633, -180.31642001])"
41340,"array([ 129.4100946 , -128.67439167])"
41341,"array([152.88327081, -83.14110544])"
41342,"array([ 181.24404576, -211.58530645])"
41343,"array([ 155.0486921, -191.4228353])"
41344,"array([ 197.01721759, -144.71805687])"
41345,"array([ 165.16930111, -103.59223605])"
41346,"array([ 154.94864625, -104.20332458])"
41347,"array([ 180.73676066, -161.28573547])"
41348,"array([-974.37264729,  893.21220423])"
41349,"array([-973.1119055,  892.7883417])"
41350,"array([ 160.9949629 , -184.31702901])"
41351,"array([ 120.1657629 , -110.98582023])"
41352,"array([ 174.38158127, -140.80218786])"
41353,"array([ 169.08779455, -122.71566415])"
41354,"array([ 187.56984131, -163.59359272])"
41355,"array([ 198.99335155, -170.21445806])"
41356,"array([ 172.94391628, -119.41636067])"
41357,"array([ 109.17957476, -166.65794827])"
41358,"array([ 120.96852066, -156.16356174])"
41359,"array([ 144.68843966, -161.85061304])"
41360,"array([ 146.17109127, -119.72749856])"
41361,"array([ 188.87527052, -132.96529688])"
41362,"array([ 132.7569658 , -186.79768749])"
41363,"array([ 133.60301726, -186.12998018])"
41364,"array([ 126.29750309, -168.12743387])"
41365,"array([ 130.68352994, -157.51145284])"
41366,"array([180.13713795, -80.79825306])"
41367,"array([1223.97339444, 1170.11523254])"
41368,"array([1221.91248426, 1169.29957248])"
41369,"array([-2061.52235083, -1315.46926713])"
41370,"array([ 168.06599707, -147.24506134])"
41371,"array([ 134.9570752 , -165.29596266])"
41372,"array([128.07283642, -95.66608466])"
41373,"array([ 136.46048486, -183.19283774])"
41374,"array([ 408.22549415, 2026.19488534])"
41375,"array([ 409.47321375, 2027.57861969])"
41376,"array([ 187.9635242 , -169.19395141])"
41377,"array([-756.05795087, 1459.66018297])"
41378,"array([-755.03620159, 1457.8442561 ])"
41379,"array([ 148.8694484 , -174.86778216])"
41380,"array([ 100.51885232, -118.69785257])"
41381,"array([ 134.40146427, -162.33530667])"
41382,"array([ 169.0920253 , -166.89650949])"
41383,"array([ 155.55776706, -110.59776131])"
41384,"array([ 186.60594662, -161.39137658])"
41385,"array([  74.6621638 , -130.93106291])"
41386,"array([ 133.32873812, -170.28120072])"
41387,"array([136.77125061, -93.5829205 ])"
41388,"array([ 156.99626316, -150.69471783])"
41389,"array([ 184.02749372, -143.53602655])"
41390,"array([ 195.65302525, -159.67311603])"
41391,"array([ 206.83254266, -165.00928299])"
41392,"array([ 143.04733097, -150.47804083])"
41393,"array([ 160.96703355, -117.72327552])"
41394,"array([ 173.21000691, -141.22680113])"
41395,"array([ 108.12437968, -135.95183471])"
41396,"array([ 167.07840122, -158.24005295])"
41397,"array([ 187.98577919, -175.94929809])"
41398,"array([ 194.89290094, -181.69025802])"
41399,"array([ 152.0506742 , -127.96840031])"
41400,"array([ 172.45741167, -143.43364094])"
41401,"array([ 159.06301199, -185.64118961])"
41402,"array([125.08945673, -97.56647999])"
41403,"array([-752.96338172, 1454.16005755])"
41404,"array([ 200.69345861, -164.4510068 ])"
41405,"array([ 188.22933118, -164.0293673 ])"
41406,"array([ 146.35018604, -161.5236602 ])"
41407,"array([142.41583697, -51.52882383])"
41408,"array([ 109.08564623, -140.10201129])"
41409,"array([ 174.53136517, -151.03091294])"
41410,"array([ 157.77411379, -161.66610632])"
41411,"array([ 157.94895692, -171.97415491])"
41412,"array([ 159.99741463, -139.08698743])"
41413,"array([ 166.72463598, -174.15861128])"
41414,"array([ 183.45320574, -129.58732651])"
41415,"array([  92.72756676, -104.66208809])"
41416,"array([ 107.13269968, -113.03447409])"
41417,"array([ 174.04350222, -133.27091332])"
41418,"array([ 160.11860082, -102.69175317])"
41419,"array([ 147.76792014, -184.34159108])"
41420,"array([ 188.2620313, -167.5544689])"
41421,"array([ 1275.92744764, -2274.26372705])"
41422,"array([ 1273.86891007, -2273.43031466])"
41423,"array([ 149.98219878, -149.29914475])"
41424,"array([ 149.01757164, -114.22168982])"
41425,"array([ 173.22943435, -159.09748646])"
41426,"array([ 180.56380955, -148.5888152 ])"
41427,"array([ 106.14401422, -107.44277293])"
41428,"array([-1471.11651305,  1470.57803239])"
41429,"array([-1471.37744313,  1472.78363878])"
41430,"array([ 161.07672687, -101.79227528])"
41431,"array([ 139.78131735, -156.69192554])"
41432,"array([ 146.16424959, -186.16883158])"
41433,"array([ 120.26658319, -153.29663811])"
41434,"array([ 163.97818388, -112.20727754])"
41435,"array([ 138.49465489, -156.07118084])"
41436,"array([ 197.098464  , -152.00927028])"
41437,"array([  53.66293721, -163.15657126])"
41438,"array([  56.71648988, -161.63891435])"
41439,"array([ 162.86077054, -107.077672  ])"
41440,"array([ 210.61958703, -141.03274133])"
41441,"array([ 189.69048681, -152.39242935])"
41442,"array([ 189.73259222, -178.11584069])"
41443,"array([1973.53373026,   48.62558593])"
41444,"array([1971.82937871,   47.20635424])"
41445,"array([171.0387353 , -88.22152003])"
41446,"array([ 164.74323165, -160.087128  ])"
41447,"array([ 165.63861653, -136.61305322])"
41448,"array([  94.89908299, -100.67943543])"
41449,"array([ 192.70526727, -146.43446645])"
41450,"array([140.69997634, -93.66035967])"
41451,"array([ 159.73556636, -179.47936864])"
41452,"array([ 162.12963837, -116.88461339])"
41453,"array([  71.7701651 , -124.15898544])"
41454,"array([  88.42631294, -125.10436367])"
41455,"array([ -558.69623131, -1661.12650528])"
41456,"array([171.65094862, -80.50240028])"
41457,"array([ 105.56567499, -166.22750058])"
41458,"array([ 112.41506725, -113.64272368])"
41459,"array([ 160.98992892, -154.79589453])"
41460,"array([117.83034085, -97.45112575])"
41461,"array([ 100.4647426 , -138.24645195])"
41462,"array([ 159.72487075, -191.29044858])"
41463,"array([ 1970.82947083, -1498.95609298])"
41464,"array([ 1968.61046457, -1499.04349056])"
41465,"array([ 111.60451541, -169.83896525])"
41466,"array([ 174.37038566, -160.78994497])"
41467,"array([ 194.67773107, -130.66274254])"
41468,"array([ 137.93626341, -157.3948821 ])"
41469,"array([ 101.56798017, -152.45645772])"
41470,"array([1053.18962601, 1837.42374014])"
41471,"array([1053.65015594, 1835.2527023 ])"
41472,"array([ 169.53765074, -135.00814244])"
41473,"array([ 159.01711512, -123.56911847])"
41474,"array([ 188.79402331, -189.46804197])"
41475,"array([ 154.30017893, -109.33551975])"
41476,"array([ 195.60975643, -102.75314517])"
41477,"array([ 167.62445638, -189.46952295])"
41478,"array([ 161.43027269, -115.08744044])"
41479,"array([ 158.03097654, -132.43721786])"
41480,"array([181.47349459, -88.56470756])"
41481,"array([ 147.40466608, -191.94246902])"
41482,"array([ 162.10767463, -175.23512042])"
41483,"array([ 169.971874  , -192.99338687])"
41484,"array([2396.64759178, -221.1780285 ])"
41485,"array([ 174.79746951, -180.00587415])"
41486,"array([ 106.10761812, -159.70973062])"
41487,"array([ 175.52119032, -120.40101899])"
41488,"array([ 149.90414941, -127.32544739])"
41489,"array([ 136.24641575, -159.22466674])"
41490,"array([ 172.76228288, -115.24374968])"
41491,"array([ 173.33256406, -187.51510829])"
41492,"array([ 100.84713237, -159.71816468])"
41493,"array([ 183.48263595, -106.51742769])"
41494,"array([ 133.01028775, -110.89433628])"
41495,"array([ 180.47604677, -189.43607123])"
41496,"array([ 124.61486371, -176.38971277])"
41497,"array([ 188.7709302, -188.1633313])"
41498,"array([ 170.34200609, -128.92639821])"
41499,"array([ 178.65881391, -114.07528582])"
41500,"array([ 153.94873317, -159.7769859 ])"
41501,"array([ 182.0010133 , -158.73546447])"
41502,"array([ 167.34061231, -169.54905131])"
41503,"array([  77.79126823, -142.91773022])"
41504,"array([101.63657496, -89.72477853])"
41505,"array([ 1983.99539996, -1763.8617974 ])"
41506,"array([ 152.38839656, -201.36099082])"
41507,"array([ 166.43097445, -150.63988658])"
41508,"array([ 190.54000978, -166.12504314])"
41509,"array([ 189.03208561, -163.58583758])"
41510,"array([ 169.72548167, -152.90645294])"
41511,"array([  51.688222  , -103.27917788])"
41512,"array([ 151.57690544, -171.53959564])"
41513,"array([ 171.85112811, -154.53506774])"
41514,"array([ 133.93496872, -118.10522471])"
41515,"array([ 154.81141636, -194.46049971])"
41516,"array([ 152.01951566, -175.05651269])"
41517,"array([ 151.80420139, -178.5555184 ])"
41518,"array([ 176.34433497, -129.87976782])"
41519,"array([ 177.68559927, -144.21637733])"
41520,"array([ 136.55883539, -163.11838591])"
41521,"array([118.88908919, -91.79873115])"
41522,"array([ 189.32383276, -156.5426396 ])"
41523,"array([ 202.1181605 , -184.96021657])"
41524,"array([ 209.81929993, -190.68309026])"
41525,"array([ 165.21674556, -115.107698  ])"
41526,"array([ 132.19165417, -102.18603931])"
41527,"array([ 1012.61665543, -1221.28232087])"
41528,"array([ 119.04684364, -130.54323582])"
41529,"array([ 112.73739104, -162.62447437])"
41530,"array([ 168.32998813, -162.78637906])"
41531,"array([-1288.95082777,  1787.18915996])"
41532,"array([126.84848174, -65.9174021 ])"
41533,"array([ 197.71730372, -162.77524161])"
41534,"array([ 149.46757905, -170.73159042])"
41535,"array([ 152.17925213, -182.31274041])"
41536,"array([ 155.60026062, -178.25285499])"
41537,"array([ 145.5926595 , -116.97988881])"
41538,"array([ 182.78319416, -150.0907288 ])"
41539,"array([ 194.39706674, -156.02705547])"
41540,"array([ 155.33740311, -140.44719536])"
41541,"array([ 173.20450756, -157.45195425])"
41542,"array([ 170.3699673, -155.739704 ])"
41543,"array([ 171.8441587 , -167.25541212])"
41544,"array([ 183.22250829, -133.24623087])"
41545,"array([ 192.09987165, -104.13593658])"
41546,"array([ 167.91755117, -135.06050018])"
41547,"array([ 147.29636848, -163.95747482])"
41548,"array([ 190.37441302, -134.86782059])"
41549,"array([ 203.58813499, -133.37987373])"
41550,"array([ 124.20327197, -102.22599261])"
41551,"array([  -13.13628015, -1176.91628766])"
41552,"array([  -13.49681578, -1175.27267214])"
41553,"array([ 187.52199499, -141.17816591])"
41554,"array([ 165.59635266, -153.47924106])"
41555,"array([ 152.15148264, -158.88893465])"
41556,"array([ 171.23355655, -154.5078593 ])"
41557,"array([134.16699031, -61.7504353 ])"
41558,"array([ 208.89149967, -116.61117249])"
41559,"array([ 126.35989533, -166.54141886])"
41560,"array([ 173.26382177, -167.45904017])"
41561,"array([ 134.0892968 , -105.36604084])"
41562,"array([107.17716732, -91.39583573])"
41563,"array([ 121.22323718, -198.37456301])"
41564,"array([ 115.58586945, -211.52765206])"
41565,"array([ 168.35790035, -173.05988784])"
41566,"array([ 100.71796667, -126.01586176])"
41567,"array([198.20691907, -77.82512625])"
41568,"array([ 179.09035624, -166.98585947])"
41569,"array([ 173.02729737, -105.19490312])"
