# index, _pos
24950,"array([ 173.04525484, -127.50092456])"
24951,"array([ 122.88188402, -149.43761976])"
24952,"array([ 144.03640586, -124.44589536])"
24953,"array([ 162.24629813, -134.25099928])"
24954,"array([ 182.73973963, -123.45826679])"
24955,"array([ 111.91260417, -121.58258492])"
24956,"array([114.09878366, -85.70350251])"
24957,"array([ 110.66404554, -113.84510827])"
24958,"array([ 110.51683423, -111.06812792])"
24959,"array([ 114.20129402, -134.27151013])"
24960,"array([ 130.59205639, -112.13685022])"
24961,"array([122.04866936, -69.8249307 ])"
24962,"array([ 124.03122678, -176.73921094])"
24963,"array([ 103.68124758, -165.47304622])"
24964,"array([  568.22093361, -2545.63823871])"
24965,"array([112.78796738, -99.95208492])"
24966,"array([ 159.05357724, -117.71427339])"
24967,"array([ 126.10731012, -110.46149853])"
24968,"array([ -585.68644017, -1589.90252278])"
24969,"array([ -584.20697253, -1586.95236218])"
24970,"array([ 126.02918036, -184.12923908])"
24971,"array([ 162.25706397, -131.7845425 ])"
24972,"array([ 122.40852826, -159.36712961])"
24973,"array([ 123.39683394, -154.11630088])"
24974,"array([ 157.17619546, -121.90870285])"
24975,"array([ 161.94952725, -157.819104  ])"
24976,"array([ 152.91711981, -128.22657857])"
24977,"array([ 152.75461104, -120.500554  ])"
24978,"array([ 175.49616562, -129.51006525])"
24979,"array([ 177.55690535, -119.23978378])"
24980,"array([ 134.35841865, -104.45805429])"
24981,"array([ 102.67863585, -107.64285515])"
24982,"array([ 117.96690143, -146.11557432])"
24983,"array([2013.88978524,  136.43291928])"
24984,"array([ 113.36486366, -168.84425153])"
24985,"array([ 144.86222806, -144.14640662])"
24986,"array([ 144.89360243, -146.72735104])"
24987,"array([ 163.80176183, -110.63306481])"
24988,"array([ 123.34637152, -110.52444151])"
24989,"array([ 132.58355311, -158.81363132])"
24990,"array([ 134.79771702, -139.54292227])"
24991,"array([ 146.19521646, -150.62722691])"
24992,"array([ 103.35979861, -112.86072875])"
24993,"array([ 119.08447317, -138.89166017])"
24994,"array([ 161.77470891, -155.2761135 ])"
24995,"array([132.5186987 , -88.79583391])"
24996,"array([131.31421446, -71.40721244])"
24997,"array([144.35236664, -76.35171026])"
24998,"array([ 130.76774219, -196.79970996])"
24999,"array([ 128.01790884, -206.91855802])"
25000,"array([ 177.62047545, -155.44795404])"
25001,"array([ 109.12139956, -117.35424358])"
25002,"array([  98.65533365, -146.94779532])"
25003,"array([ 178.6555715 , -138.53537573])"
25004,"array([ 131.96005911, -162.7964125 ])"
25005,"array([-695.38081851, 1079.07464872])"
25006,"array([ 101.11482703, -146.02179003])"
25007,"array([ 128.7806413 , -108.11628769])"
25008,"array([ 125.13084549, -101.79640908])"
25009,"array([ 160.87463665, -149.12946938])"
25010,"array([ 183.83724603, -140.35915027])"
25011,"array([ 105.46440338, -106.55912428])"
25012,"array([ 166.79872674, -148.5184625 ])"
25013,"array([ 191.5155879 , -157.45214309])"
25014,"array([ 162.9961778 , -151.44597717])"
25015,"array([ 116.76064125, -157.7486051 ])"
25016,"array([ 130.68947426, -146.65429463])"
25017,"array([ 176.3787071 , -148.19249049])"
25018,"array([ 150.99968168, -130.7507177 ])"
25019,"array([ 125.79848866, -150.24674298])"
25020,"array([ 112.26401227, -154.91334055])"
25021,"array([ 134.37775878, -153.44377977])"
25022,"array([ 104.52151501, -152.14134817])"
25023,"array([122.36401527, -91.76392378])"
25024,"array([ 118.40644501, -124.26184077])"
25025,"array([ 196.96252716, -136.25425829])"
25026,"array([140.07856432, -74.16276351])"
25027,"array([137.72909667, -92.66303304])"
25028,"array([ 196.94851455, -132.73574065])"
25029,"array([ 175.58299162, -127.91317435])"
25030,"array([ 175.19875663, -139.79077352])"
25031,"array([185.19481759, -89.392518  ])"
25032,"array([ 129.30543332, -156.81179032])"
25033,"array([  75.05272064, -172.20399685])"
25034,"array([ 164.70861151, -130.51822993])"
25035,"array([ 129.03629093, -172.15270776])"
25036,"array([ 117.30389802, -139.82686894])"
25037,"array([ 108.30122578, -100.94912456])"
25038,"array([ 103.59359815, -123.65922799])"
25039,"array([ 157.88722157, -142.52723144])"
25040,"array([159.26333062, -95.31207306])"
25041,"array([ 123.65011694, -134.61073611])"
25042,"array([ 151.09725607, -154.65887037])"
25043,"array([ 198.9034325 , -144.46170833])"
25044,"array([ 120.81125575, 2362.39195637])"
25045,"array([ 111.60656097, -121.72475506])"
25046,"array([ 189.58489506, -149.6277454 ])"
25047,"array([ 114.55601203, -143.69842153])"
25048,"array([ 147.54835657, -131.37991356])"
25049,"array([ 151.3474382 , -189.97261899])"
25050,"array([ 155.13739016, -186.32961766])"
25051,"array([ 139.48009408, -110.80216608])"
25052,"array([110.2376175 , -87.49869554])"
25053,"array([ 114.9451728 , -121.93862757])"
25054,"array([ 177.6413444 , -135.88229118])"
25055,"array([115.32274213, -99.56876736])"
25056,"array([ 146.93898961, -107.75212589])"
25057,"array([ 163.69698008, -120.1802777 ])"
25058,"array([2374.47837701,  952.74564236])"
25059,"array([ 180.80668982, -146.3179696 ])"
25060,"array([ 169.931919  , -150.59939777])"
25061,"array([ 184.0994721 , -157.90925383])"
25062,"array([ 106.242     , -118.67075329])"
25063,"array([  90.32552199, -114.92868739])"
25064,"array([ 124.40293519, -116.2376419 ])"
25065,"array([ 167.24193849, -134.92811607])"
25066,"array([ 162.6914613 , -126.99286495])"
25067,"array([143.78590073, -96.41907136])"
25068,"array([ 145.32483296, -117.88668398])"
25069,"array([ 172.55796282, -153.19289191])"
25070,"array([  95.7577173 , -146.85833147])"
25071,"array([ 112.25000651, -161.73555599])"
25072,"array([ 169.56052041, -101.1122297 ])"
25073,"array([ 165.92332048, -136.2732971 ])"
25074,"array([ 113.49361713, -125.5896708 ])"
25075,"array([ 121.1259883 , -107.90066737])"
25076,"array([ 144.01166133, -129.42050807])"
25077,"array([112.54185706, -94.75898765])"
25078,"array([ 132.75225036, -175.89911827])"
25079,"array([151.52115943, -98.49221338])"
25080,"array([ 183.43905884, -138.04064132])"
25081,"array([ 170.06375541, -123.41916436])"
25082,"array([ 146.31840602, -110.84810642])"
25083,"array([ 107.24594446, -160.49671246])"
25084,"array([ 165.53123364, -156.37135385])"
25085,"array([ 139.6421416 , -170.07077554])"
25086,"array([ 161.16151316, -136.73066352])"
25087,"array([153.41391399, -97.20642186])"
25088,"array([  97.67741847, -128.11787268])"
25089,"array([ 152.42820717, -164.90181863])"
25090,"array([ 184.11384287, -142.5536824 ])"
25091,"array([ 110.26909341, -180.96605644])"
25092,"array([ 178.95617673, -167.625925  ])"
25093,"array([ 180.87782633, -156.8725798 ])"
25094,"array([ 171.13356005, -135.71249302])"
25095,"array([ 106.35453547, -141.09411561])"
25096,"array([ 139.3856834 , -128.42948194])"
25097,"array([ 102.70566046, -152.6659372 ])"
25098,"array([ 190.88841679, -126.07604744])"
25099,"array([ 144.269046  , -113.52123356])"
25100,"array([ 129.45414798, -103.76324923])"
25101,"array([-2084.06939269,  -406.42284399])"
25102,"array([-2082.18959047,  -407.60118099])"
25103,"array([ 164.15034673, -142.66975474])"
25104,"array([ 162.75674201, -136.9446093 ])"
25105,"array([ 107.07635937, -118.67915215])"
25106,"array([ 156.832422  , -151.02493678])"
25107,"array([ 157.99464557, -146.66651693])"
25108,"array([ 118.42122588, -129.14936234])"
25109,"array([ 167.8111376 , -122.61117728])"
25110,"array([-337.54006482, 1389.5506405 ])"
25111,"array([-337.32183965, 1386.61737929])"
25112,"array([ 117.58844688, -159.69574063])"
25113,"array([ 113.97704104, -163.30774901])"
25114,"array([ 184.12599921, -120.61133957])"
25115,"array([ 172.78278939, -158.24677927])"
25116,"array([ 182.17640847, -102.81882441])"
25117,"array([ 160.62571335, -144.22323728])"
25118,"array([ 149.82698399, -153.80511522])"
25119,"array([ 159.32020182, -142.34784984])"
25120,"array([  91.7568554 , -112.92197157])"
25121,"array([ 131.73885533, -119.27746588])"
25122,"array([ 122.65708706, -157.28294311])"
25123,"array([ 161.88707759, -174.88117831])"
25124,"array([ 128.38340368, -122.53626879])"
25125,"array([ 159.15276174, -115.27034197])"
25126,"array([ 200.80013752, -151.38995002])"
25127,"array([ 181.23875614, -147.51490904])"
25128,"array([146.3889913 , -97.39041563])"
25129,"array([ 121.08656946, -170.19289168])"
25130,"array([ 127.1672976 , -134.51040444])"
25131,"array([  995.64283652, -2501.41203004])"
25132,"array([ 118.59199882, -145.7210231 ])"
25133,"array([ 134.55655649, -175.2140454 ])"
25134,"array([ 179.15250053, -138.41981487])"
25135,"array([ 165.27939621, -109.46489414])"
25136,"array([ 162.98666322, -114.0120518 ])"
25137,"array([ 146.33655518, -134.20369562])"
25138,"array([ 2271.08190876, -1504.73455972])"
25139,"array([ 2131.72238764, -1663.80549788])"
25140,"array([ 121.39265933, -138.4518645 ])"
25141,"array([-816.82723821, 2122.18243222])"
25142,"array([ 192.93547017, -179.64210217])"
25143,"array([ 154.2826146 , -148.78743414])"
25144,"array([ 200.26564825, -122.96196095])"
25145,"array([ 122.40917023, -168.98416723])"
25146,"array([ 117.68087397, -171.79740496])"
25147,"array([151.23427837, -93.71020638])"
25148,"array([ 153.26314523, -162.00875356])"
25149,"array([ 137.04105904, -101.41733649])"
25150,"array([ 154.94251603, -158.24729889])"
25151,"array([ 166.3334811 , -168.36586694])"
25152,"array([ 170.04877336, -182.46484303])"
25153,"array([ 159.02840455, -180.04624374])"
25154,"array([ 123.85522841, -102.66026126])"
25155,"array([2434.7869951 ,  868.24385179])"
25156,"array([ 150.22225204, -171.08430125])"
25157,"array([ 145.58000683, -156.91775173])"
25158,"array([ 127.72503688, -104.19103108])"
25159,"array([ 107.07806709, -100.86160084])"
25160,"array([  98.94304183, -112.99504974])"
25161,"array([ 163.2208995 , -122.26802793])"
25162,"array([ 149.51993874, -101.17615273])"
25163,"array([154.11374456, -82.41123909])"
25164,"array([ 174.60206014, -126.87449101])"
25165,"array([149.39602752, -91.57917572])"
25166,"array([ 109.52625985, -140.22855888])"
25167,"array([145.0059923, -85.5591531])"
25168,"array([ 155.1989516 , -192.58658158])"
25169,"array([ 169.07145853, -134.66098833])"
25170,"array([135.88656768, -95.79042922])"
25171,"array([ 135.21771253, -115.3260936 ])"
25172,"array([ 123.43962214, -144.51523065])"
25173,"array([ 145.66779207, -150.38029638])"
25174,"array([ 115.65547209, -156.18643413])"
25175,"array([ 137.68080998, -112.64646017])"
25176,"array([ 111.0167641 , -144.14744273])"
25177,"array([  90.82245037, -127.82550904])"
25178,"array([ 172.43614077, -137.56956937])"
25179,"array([  940.64214973, -2518.42368892])"
25180,"array([ 125.74541451, -160.47293193])"
25181,"array([ 132.75921123, -111.47747173])"
25182,"array([ 132.22714069, -163.33753388])"
25183,"array([ 176.19860825, -146.03540928])"
25184,"array([ 189.25651741, -202.19544597])"
25185,"array([ 115.41725346, -160.55404178])"
25186,"array([ 112.07010951, -101.66508686])"
25187,"array([ 131.14479912, -155.51079698])"
25188,"array([ 157.34595673, -163.99194991])"
25189,"array([ 114.25906   , -132.64500422])"
25190,"array([ 158.91680031, -191.69093959])"
25191,"array([ 198.7065403 , -104.87314669])"
25192,"array([ 112.44141661, -108.16288293])"
25193,"array([ 113.28044396, -124.07187833])"
25194,"array([ 170.0341581 , -119.63893602])"
25195,"array([ 179.02068483, -130.82383329])"
25196,"array([ 142.16709739, -142.74124724])"
25197,"array([-1055.9801091 ,   868.31346237])"
25198,"array([-1056.50987008,   869.74651871])"
25199,"array([ 102.88573724, -184.29059531])"
25200,"array([ 104.91159331, -166.85054588])"
25201,"array([ 112.17012806, -127.6160261 ])"
25202,"array([ 145.79959229, -114.72217171])"
25203,"array([ 166.72735189, -155.14448098])"
25204,"array([ 144.82019301, -167.09963254])"
25205,"array([ 106.58840494, -108.11344642])"
25206,"array([ 165.84312636, -128.09657976])"
25207,"array([ 144.71922313, -171.14607632])"
25208,"array([ 166.86147802, -125.36371487])"
25209,"array([ 172.88703479, -128.54661574])"
25210,"array([ 166.34954999, -142.55272553])"
25211,"array([ 112.85603961, -134.11254121])"
25212,"array([ 204.08098584, -145.11921953])"
25213,"array([ 184.49354826, -143.75698684])"
25214,"array([ 171.22552029, -163.01679611])"
25215,"array([ 147.21554239, -122.74049432])"
25216,"array([ 179.23243964, -131.31612732])"
25217,"array([ 130.75586606, -169.55578007])"
25218,"array([ 138.61892969, -114.30388108])"
25219,"array([ 143.50900432, -105.36968128])"
25220,"array([ 1675.63146601, -2148.156646  ])"
25221,"array([ 155.33401623, -170.09801429])"
25222,"array([ 135.11363435, -168.15628337])"
25223,"array([ 130.83384183, -140.57334585])"
25224,"array([ 144.21160717, -118.12410083])"
25225,"array([ 129.05166336, -160.34461652])"
25226,"array([ 141.41992496, -118.97260461])"
25227,"array([197.58621898, -96.59933595])"
25228,"array([205.4629446 , -90.43801044])"
25229,"array([ 146.16434057, -146.75237759])"
25230,"array([2630.55799696, -283.89761321])"
25231,"array([ 167.17122097, -131.40270921])"
25232,"array([ 152.54004627, -157.51628231])"
25233,"array([ 156.61802106, -113.47198802])"
25234,"array([164.98137813, -99.51846139])"
25235,"array([ 143.43785865, -119.39256885])"
25236,"array([ 125.00431148, -122.43207909])"
25237,"array([ 120.56275853, -131.99394481])"
25238,"array([ 123.49631527, -135.1429734 ])"
25239,"array([1791.30863377, 1680.94856249])"
25240,"array([ 152.27815172, -128.2267624 ])"
25241,"array([ 141.07426881, -125.63962901])"
25242,"array([ 145.40912318, -122.03580691])"
25243,"array([ 139.10243329, -132.42336907])"
25244,"array([ 116.40699701, -137.00964282])"
25245,"array([ 110.90428342, -143.40200798])"
25246,"array([ 203.44805315, -141.1259    ])"
25247,"array([ 173.88270336, -108.33202373])"
25248,"array([ 122.16825112, -156.24149471])"
25249,"array([ 184.77913359, -120.53759898])"
25250,"array([ 163.18854017, -167.0778599 ])"
25251,"array([125.868573  , -94.06211649])"
25252,"array([ 106.82024504, -128.94582764])"
25253,"array([ 171.55890604, -142.8806985 ])"
25254,"array([ 169.16562314, -135.09858923])"
25255,"array([ 128.93204111, -130.95590044])"
25256,"array([  90.40494704, -147.13361379])"
25257,"array([ 111.66911988, -141.37833456])"
25258,"array([ 149.66268379, -159.04968671])"
25259,"array([ 142.88557794, -166.66463756])"
25260,"array([ 169.06389061, -140.95620956])"
25261,"array([ 163.89092461, -144.78315065])"
25262,"array([140.31098096, -97.79191877])"
25263,"array([ 130.59438166, -148.19529581])"
25264,"array([ 163.21398072, -196.64122364])"
25265,"array([ 166.93613687, -211.33566367])"
25266,"array([ 122.81657265, -130.38276866])"
25267,"array([ 124.12673343, -129.03341443])"
25268,"array([ 172.87813696, -140.94882544])"
25269,"array([ 116.54586306, -137.3636538 ])"
25270,"array([ 114.98937885, -139.5489516 ])"
25271,"array([ 167.68287753, -124.58100766])"
25272,"array([ 166.35929995, -197.66079503])"
25273,"array([ 125.48894391, -139.88996538])"
25274,"array([ 131.78482853, -167.24111354])"
25275,"array([132.26503105, -99.69710215])"
25276,"array([ 114.60690978, -136.63988605])"
25277,"array([ 128.21613257, -145.11681465])"
25278,"array([  96.66920254, -100.87810946])"
25279,"array([ 120.23312289, -161.47486611])"
25280,"array([ 102.96682289, -124.26220024])"
25281,"array([137.28070486, -93.95898377])"
25282,"array([132.73785188, -96.29551388])"
25283,"array([ 157.368357  , -152.65931068])"
25284,"array([ 150.3971915 , -153.08238372])"
25285,"array([ 103.30799021, -133.71710981])"
25286,"array([ 134.88390882, -142.21404555])"
25287,"array([ 102.98449911, -140.83811756])"
25288,"array([ 110.19716895, -127.92397722])"
25289,"array([ 132.87372865, -181.72702197])"
25290,"array([ 154.17337226, -144.66553417])"
25291,"array([ 157.61069125, -166.60157856])"
25292,"array([ 117.50409771, -125.75781061])"
25293,"array([ 170.85286148, -143.98504312])"
25294,"array([ 139.14745118, -110.33128543])"
25295,"array([ -461.05612075, -2494.58992479])"
25296,"array([ 200.04896153, -138.6666016 ])"
25297,"array([ 100.86851151, -155.18372608])"
25298,"array([ 125.39040928, -130.37074499])"
25299,"array([ 104.84064706, -103.33141284])"
25300,"array([-1712.27371824,  1489.67934616])"
25301,"array([ 206.59468117, -163.83134377])"
25302,"array([ 105.98041027, -140.02065259])"
25303,"array([ 119.45367913, -114.69959277])"
25304,"array([ 115.29779346, -151.53300193])"
25305,"array([ 139.33613405, -107.69214117])"
25306,"array([  97.31672547, -104.14142979])"
25307,"array([ 123.98528469, -138.79233525])"
25308,"array([ 153.35717341, -125.01052086])"
25309,"array([ 107.92159806, -167.0170503 ])"
25310,"array([ 120.63676228, -147.61386916])"
25311,"array([ 111.71187483, -150.19064729])"
25312,"array([ 176.67394103, -133.53775985])"
25313,"array([ 151.42260377, -124.4180041 ])"
25314,"array([ 114.59969634, -163.51907921])"
25315,"array([  60.47759187, -191.38593165])"
25316,"array([ 106.23856528, -129.61448383])"
25317,"array([ 109.83666307, -134.17800454])"
25318,"array([ 107.89851625, -104.74446568])"
25319,"array([ 122.48876582, -138.48801149])"
25320,"array([ 182.53652622, -216.79441205])"
25321,"array([ 1832.44303615, -1589.77330442])"
25322,"array([ 1834.65922734, -1589.86021479])"
25323,"array([1138.89171188,  211.51015512])"
25324,"array([ 168.02326042, -125.46774783])"
25325,"array([ 143.98242544, -105.38422173])"
25326,"array([ 114.44166429, -116.33927104])"
25327,"array([ 114.29112527, -102.97231859])"
25328,"array([ 112.2989409 , -143.90417274])"
25329,"array([  94.98732719, -174.69306734])"
25330,"array([ 175.20461434, -159.45019023])"
25331,"array([ 185.35944491, -165.11786519])"
25332,"array([ 133.78490758, -159.69981769])"
25333,"array([ 131.01570152, -125.30490069])"
25334,"array([ 115.54214978, -165.8532911 ])"
25335,"array([ 110.6819296 , -134.68215794])"
25336,"array([ 135.06911652, -125.33275352])"
25337,"array([  95.04504922, -142.77996873])"
25338,"array([143.30400378, -83.93901146])"
25339,"array([140.73811891, -92.04009594])"
25340,"array([ 166.37366677, -139.96951982])"
25341,"array([ 121.95619879, -138.33489375])"
25342,"array([124.55557075, -89.55898366])"
25343,"array([127.39366398, -80.08236528])"
25344,"array([ 157.17404802, -148.29587987])"
25345,"array([ 134.04285966, -128.11702074])"
25346,"array([ 131.26910135, -105.94604886])"
25347,"array([121.30539335, -86.04083618])"
25348,"array([ 122.86701694, -150.65682136])"
25349,"array([ 120.25679947, -141.39119256])"
25350,"array([ 153.40370557, -156.35956913])"
25351,"array([ 122.34402051, -155.19189059])"
25352,"array([ 171.94179224, -109.59513097])"
25353,"array([ 111.14678663, -109.4432673 ])"
25354,"array([ 164.0668331 , -108.76396776])"
25355,"array([ 125.35999493, -155.55834833])"
25356,"array([  94.39410226, -148.20665749])"
25357,"array([-902.42901835, 2135.8836404 ])"
25358,"array([ 143.23520647, -166.93531026])"
25359,"array([ 170.87420804, -115.33608767])"
25360,"array([ 127.33920955, -130.66632324])"
25361,"array([ 122.4651528, -160.140774 ])"
25362,"array([ 102.68832054, -123.88903622])"
25363,"array([ 165.39951062, -128.47834291])"
25364,"array([ 161.07924014, -142.5115051 ])"
25365,"array([ 173.36560872, -100.19115221])"
25366,"array([ 132.55459487, -109.28511562])"
25367,"array([-685.20875177, 1961.33255881])"
25368,"array([-687.13991137, 1962.4283061 ])"
25369,"array([158.73184061, -99.85671064])"
25370,"array([  81.52802499, -139.27775604])"
25371,"array([  88.44352643, -131.5343798 ])"
25372,"array([ 113.01291732, -110.47460531])"
25373,"array([  96.67129423, -105.79846245])"
25374,"array([ 134.79837488, -139.946701  ])"
25375,"array([ 129.04451022, -142.48949069])"
25376,"array([ 113.05182858, -166.18185565])"
25377,"array([ 146.12449808, -157.79678225])"
25378,"array([ 115.25917118, -108.85263936])"
25379,"array([ 164.83802238, -155.95130182])"
25380,"array([ 145.81006255, -148.45530256])"
25381,"array([ 108.8086519 , -126.37636405])"
25382,"array([ 169.47740838, -111.33084815])"
25383,"array([ 133.4775113 , -155.31119953])"
25384,"array([  82.94354685, -159.07668383])"
25385,"array([ 116.56371864, -120.64756546])"
25386,"array([ 135.89639488, -139.30382298])"
25387,"array([ 144.75064279, -118.26557015])"
25388,"array([ 138.58749474, -146.36126962])"
25389,"array([127.55760482, -98.6220872 ])"
25390,"array([ 173.23211884, -142.35865681])"
25391,"array([ 182.50142819, -140.91382514])"
25392,"array([ 120.87352585, -131.3170599 ])"
25393,"array([ 138.26744825, -127.03167478])"
25394,"array([ 184.75579854, -130.31933334])"
25395,"array([ 175.24796237, -126.22197509])"
25396,"array([ 133.53940651, -168.90690557])"
25397,"array([ 122.76988919, -149.78458513])"
25398,"array([  99.15045859, -128.26170856])"
25399,"array([ 1760.15432532, -2048.81149153])"
25400,"array([ 128.43099111, -160.88516021])"
25401,"array([ 115.2777296 , -166.42865041])"
25402,"array([1167.34841857, 2131.41505263])"
25403,"array([ 136.94941749, -143.95721038])"
25404,"array([172.21535261, -87.97804679])"
25405,"array([  95.87039219, -116.26711034])"
25406,"array([142.31073773, -97.02937825])"
25407,"array([ 101.05160714, -168.16616366])"
25408,"array([ 110.95570188, -117.93932523])"
25409,"array([ 178.78102313, -183.72341015])"
25410,"array([  130.44061879, -1796.37685092])"
25411,"array([  129.36920038, -1794.43823499])"
25412,"array([ 55.6331322 , -82.37937732])"
25413,"array([ 65.12545111, -88.1771157 ])"
25414,"array([ 108.61375703, -115.37221506])"
25415,"array([ 124.0846149, -132.6425736])"
25416,"array([ 168.2739636, -146.1000565])"
25417,"array([ 169.2399819 , -142.22714701])"
25418,"array([ 168.25400206, -176.87282251])"
25419,"array([ 162.34917464, -168.96391716])"
25420,"array([ 140.69546024, -166.07822374])"
25421,"array([ 157.12268333, -113.27612346])"
25422,"array([ 121.17784117, -132.31244622])"
25423,"array([1619.53095275, -108.28710276])"
25424,"array([1617.25707809, -107.00364559])"
25425,"array([ 166.07104976, -126.26272278])"
25426,"array([-1591.11971108, -1914.67634469])"
25427,"array([1916.35253694,  769.37116066])"
25428,"array([1917.18471547,  770.6967648 ])"
25429,"array([ 184.2330771 , -165.27527631])"
25430,"array([ 179.20784847, -163.90661208])"
25431,"array([ 188.34595146, -108.91747101])"
25432,"array([2370.05061447, -903.25247827])"
25433,"array([2367.95955248, -903.9932798 ])"
25434,"array([ 156.00193151, -101.48265548])"
25435,"array([ 107.38478658, -115.40839129])"
25436,"array([ 126.44668008, -105.95410014])"
25437,"array([ 122.69332452, -137.36115364])"
25438,"array([ 105.4747045 , -117.82635684])"
25439,"array([ 165.05885239, -134.85500782])"
25440,"array([ 114.02284119, -151.48526097])"
25441,"array([ 169.07941046, -122.21865564])"
25442,"array([ 158.74011268, -189.66633531])"
25443,"array([ 122.69946203, -110.43392553])"
25444,"array([ 117.20273562, -142.35722126])"
25445,"array([  97.38886874, -113.8630895 ])"
25446,"array([125.11370441, -99.95673663])"
25447,"array([ 130.19115585, -114.79982759])"
25448,"array([ 183.39294428, -110.98115774])"
25449,"array([ 123.66452553, -142.8311057 ])"
25450,"array([ 150.7314282 , -165.83999055])"
25451,"array([ 142.5379207 , -147.75838236])"
25452,"array([ 171.78971624, -121.73908252])"
25453,"array([ 111.92917023, -163.64441632])"
25454,"array([ 143.01201693, -118.23596311])"
25455,"array([ 95.70884071, -99.02890585])"
25456,"array([ 174.48314136, -143.02334994])"
25457,"array([ 124.13044186, -147.96062452])"
25458,"array([ 121.40365828, -101.54347388])"
25459,"array([ 142.51076152, -120.14169991])"
25460,"array([ 158.8860997 , -120.06089597])"
25461,"array([ 140.66464423, -169.53789431])"
25462,"array([ 138.97673371, -148.86645425])"
25463,"array([ 153.74805948, -153.80948116])"
25464,"array([ 172.14461976, -126.62927717])"
25465,"array([ 123.82313901, -193.8187997 ])"
25466,"array([ 133.07293158, -121.85009201])"
25467,"array([ 115.75769071, -151.70804646])"
25468,"array([ 116.88345688, -161.86468346])"
25469,"array([113.71567734, -90.20354762])"
25470,"array([ 181.76455461, -129.95957341])"
25471,"array([ 206.88907559, -145.02480929])"
25472,"array([ 165.15372202, -128.89492993])"
25473,"array([ 184.42482809, -120.09723309])"
25474,"array([ 181.56668265, -121.30178735])"
25475,"array([ 185.18013589, -187.08088123])"
25476,"array([ 104.50574523, -121.23103373])"
25477,"array([ 151.29641018, -148.78073995])"
25478,"array([ 134.993456  , -164.77931308])"
25479,"array([ 124.71268897, -130.02543138])"
25480,"array([ 222.85310294, -121.68794989])"
25481,"array([-1348.9685295 ,  -549.02450346])"
25482,"array([-1350.54795979,  -550.58467664])"
25483,"array([ 119.03848368, -109.1078933 ])"
25484,"array([ 105.18628723, -140.93213772])"
25485,"array([ 110.61292303, -117.93370997])"
25486,"array([ 143.50525863, -167.35555261])"
25487,"array([ 116.62205116, -165.08738926])"
25488,"array([ 175.05576034, -126.63940987])"
25489,"array([ 130.63927313, -127.06039093])"
25490,"array([ 151.19153264, -143.01379876])"
25491,"array([ 178.84765766, -119.0364211 ])"
25492,"array([ 113.42908768, -154.57721891])"
25493,"array([ 133.94044194, -139.12486965])"
25494,"array([112.17576917, -89.61583448])"
25495,"array([ 115.1882154 , -103.13382863])"
25496,"array([ 115.7189169 , -151.26355013])"
25497,"array([-1058.34652663, -2154.81885514])"
25498,"array([-1058.68155995, -2152.62349834])"
25499,"array([ 133.43998268, -126.92188359])"
25500,"array([ 111.14433492, -173.13899286])"
25501,"array([-1796.60383171, -1625.79650392])"
25502,"array([ 174.44139004, -121.19946088])"
25503,"array([ 117.54280258, -119.44531969])"
25504,"array([ 166.08314401, -150.61949535])"
25505,"array([ 126.41988832, -170.83598588])"
25506,"array([ 166.71064232, -112.2342949 ])"
25507,"array([ 143.10746089, -167.53515946])"
25508,"array([ 122.93610482, -140.59510506])"
25509,"array([ 106.6330245, -113.2912731])"
25510,"array([ 182.27498272, -123.94172685])"
25511,"array([ 173.74465725, -126.58867083])"
25512,"array([ 179.7609705 , -136.32080539])"
25513,"array([ 185.36976543, -139.26210622])"
25514,"array([ 97.32760768, -99.27514696])"
25515,"array([  98.51500389, -165.02833605])"
25516,"array([  99.12428683, -101.50668922])"
25517,"array([ 142.00537869, -114.6571842 ])"
25518,"array([ 124.59423811, -112.59063285])"
25519,"array([  91.76386591, -143.02585836])"
25520,"array([126.12623297, -73.96773227])"
25521,"array([ -692.39318155, -1496.59507323])"
25522,"array([ -690.78743936, -1493.9790969 ])"
25523,"array([ 125.40343316, -132.66238302])"
25524,"array([131.95631776, -92.61094645])"
25525,"array([ 131.45815671, -162.46665817])"
25526,"array([100.17648205, -95.19928544])"
25527,"array([ 164.07951098, -105.19895935])"
25528,"array([ 119.70202545, -136.44962799])"
25529,"array([ 131.45885998, -134.1098045 ])"
25530,"array([ 107.14793968, -111.58943784])"
25531,"array([ 116.87977957, -113.24281439])"
25532,"array([ 181.78847641, -168.99901068])"
25533,"array([ 161.02620327, -175.87164351])"
25534,"array([ 133.15220441, -148.0768047 ])"
25535,"array([ 152.30542245, -162.36907247])"
25536,"array([ 109.03783671, -118.6261905 ])"
25537,"array([ 112.97461791, -118.53069356])"
25538,"array([ 113.45328372, -134.40644545])"
25539,"array([ 136.37136768, -122.92319152])"
25540,"array([ 160.89206997, -122.37570364])"
25541,"array([ 102.31308342, -120.24651679])"
25542,"array([182.60852017, -70.96832781])"
25543,"array([127.67958545, -84.65056676])"
25544,"array([124.32523817, -63.42774697])"
25545,"array([ 118.80071377, -107.62616868])"
25546,"array([ 120.93384896, -165.11203712])"
25547,"array([ 138.11793926, -109.53878955])"
25548,"array([ 137.61960972, -164.9377443 ])"
25549,"array([ 131.77456069, -180.3165375 ])"
25550,"array([ 124.6973052 , -171.80078788])"
25551,"array([ 167.23246601, -147.52630861])"
25552,"array([ 161.05546913, -111.70778918])"
25553,"array([ 141.65038823, -112.63296143])"
25554,"array([ 130.80180176, -118.16976091])"
